,Unnamed: 0,Title,Genre,Descrption,Descrption_Processed,Descrption_vect
67,67,3 Idiots,"Comedy, Drama","two friends are searching for their long lost companion. they revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","['two', 'friend', 'searching', 'long', 'lost', 'companion', '.', 'revisit', 'college', 'day', 'recall', 'memory', 'friend', 'inspired', 'think', 'differently', ',', 'even', 'rest', 'world', 'called', '``', 'idiot', ""''"", '.']","two friend searching long lost companion . revisit college day recall memory friend inspired think differently , even rest world called `` idiot '' ."
68,68,Capernaum,Drama,"while serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","['serving', 'five-year', 'sentence', 'violent', 'crime', ',', '12-year-old', 'boy', 'sue', 'parent', 'neglect', '.']","serving five-year sentence violent crime , 12-year-old boy sue parent neglect ."
69,69,Witness for the Prosecution,"Crime, Drama, Mystery",a veteran british barrister must defend his client in a murder trial that has surprise after surprise.,"['veteran', 'british', 'barrister', 'must', 'defend', 'client', 'murder', 'trial', 'surprise', 'surprise', '.']",veteran british barrister must defend client murder trial surprise surprise .
70,70,The Wolf of Wall Street,"Biography, Comedy, Crime","based on the true story of jordan belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","['based', 'true', 'story', 'jordan', 'belfort', ',', 'rise', 'wealthy', 'stock-broker', 'living', 'high', 'life', 'fall', 'involving', 'crime', ',', 'corruption', 'federal', 'government', '.']","based true story jordan belfort , rise wealthy stock-broker living high life fall involving crime , corruption federal government ."
71,71,Batman Begins,"Action, Crime, Drama","after training with his mentor, batman begins his fight to free crime-ridden gotham city from corruption.","['training', 'mentor', ',', 'batman', 'begin', 'fight', 'free', 'crime-ridden', 'gotham', 'city', 'corruption', '.']","training mentor , batman begin fight free crime-ridden gotham city corruption ."
72,72,Spider-Man: No Way Home,"Action, Adventure, Fantasy","with spider-man's identity now revealed, peter asks doctor strange for help. when a spell goes wrong, dangerous foes from other worlds start to appear, forcing peter to discover what it truly means to be spider-man.","['spider-man', ""'s"", 'identity', 'revealed', ',', 'peter', 'asks', 'doctor', 'strange', 'help', '.', 'spell', 'go', 'wrong', ',', 'dangerous', 'foe', 'world', 'start', 'appear', ',', 'forcing', 'peter', 'discover', 'truly', 'mean', 'spider-man', '.']","spider-man 's identity revealed , peter asks doctor strange help . spell go wrong , dangerous foe world start appear , forcing peter discover truly mean spider-man ."
73,73,No Country for Old Men,"Crime, Drama, Thriller",violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the rio grande.,"['violence', 'mayhem', 'ensue', 'hunter', 'stumble', 'upon', 'drug', 'deal', 'gone', 'wrong', 'two', 'million', 'dollar', 'cash', 'near', 'rio', 'grande', '.']",violence mayhem ensue hunter stumble upon drug deal gone wrong two million dollar cash near rio grande .
74,74,Shutter Island,"Mystery, Thriller","in 1954, a u.s. marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.","['1954', ',', 'u.s.', 'marshal', 'investigates', 'disappearance', 'murderer', 'escaped', 'hospital', 'criminally', 'insane', '.']","1954 , u.s. marshal investigates disappearance murderer escaped hospital criminally insane ."
75,75,Jurassic Park,"Action, Adventure, Sci-Fi",a pragmatic paleontologist touring an almost complete theme park on an island in central america is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"['pragmatic', 'paleontologist', 'touring', 'almost', 'complete', 'theme', 'park', 'island', 'central', 'america', 'tasked', 'protecting', 'couple', 'kid', 'power', 'failure', 'cause', 'park', ""'s"", 'cloned', 'dinosaur', 'run', 'loose', '.']",pragmatic paleontologist touring almost complete theme park island central america tasked protecting couple kid power failure cause park 's cloned dinosaur run loose .
76,76,There Will Be Blood,Drama,"a story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","['story', 'family', ',', 'religion', ',', 'hatred', ',', 'oil', 'madness', ',', 'focusing', 'turn-of-the-century', 'prospector', 'early', 'day', 'business', '.']","story family , religion , hatred , oil madness , focusing turn-of-the-century prospector early day business ."
77,77,The Truman Show,"Comedy, Drama",an insurance salesman discovers his whole life is actually a reality tv show.,"['insurance', 'salesman', 'discovers', 'whole', 'life', 'actually', 'reality', 'tv', 'show', '.']",insurance salesman discovers whole life actually reality tv show .
78,78,Taxi Driver,"Crime, Drama","a mentally unstable veteran works as a nighttime taxi driver in new york city, where the perceived decadence and sleaze fuels his urge for violent action.","['mentally', 'unstable', 'veteran', 'work', 'nighttime', 'taxi', 'driver', 'new', 'york', 'city', ',', 'perceived', 'decadence', 'sleaze', 'fuel', 'urge', 'violent', 'action', '.']","mentally unstable veteran work nighttime taxi driver new york city , perceived decadence sleaze fuel urge violent action ."
79,79,1917,"Action, Drama, War","april 6th, 1917. as an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","['april', '6th', ',', '1917.', 'infantry', 'battalion', 'assembles', 'wage', 'war', 'deep', 'enemy', 'territory', ',', 'two', 'soldier', 'assigned', 'race', 'time', 'deliver', 'message', 'stop', '1,600', 'men', 'walking', 'straight', 'deadly', 'trap', '.']","april 6th , 1917. infantry battalion assembles wage war deep enemy territory , two soldier assigned race time deliver message stop 1,600 men walking straight deadly trap ."
80,80,Indiana Jones and the Last Crusade,"Action, Adventure","in 1938, after his father professor henry jones, sr. goes missing while pursuing the holy grail, professor henry ""indiana"" jones, jr. finds himself up against adolf hitler's nazis again to stop them from obtaining its powers.","['1938', ',', 'father', 'professor', 'henry', 'jones', ',', 'sr.', 'go', 'missing', 'pursuing', 'holy', 'grail', ',', 'professor', 'henry', '``', 'indiana', ""''"", 'jones', ',', 'jr.', 'find', 'adolf', 'hitler', ""'s"", 'nazi', 'stop', 'obtaining', 'power', '.']","1938 , father professor henry jones , sr. go missing pursuing holy grail , professor henry `` indiana '' jones , jr. find adolf hitler 's nazi stop obtaining power ."
81,81,Snatch,"Comedy, Crime","unscrupulous boxing promoters, violent bookmakers, a russian gangster, incompetent amateur robbers and supposedly jewish jewelers fight to track down a priceless stolen diamond.","['unscrupulous', 'boxing', 'promoter', ',', 'violent', 'bookmaker', ',', 'russian', 'gangster', ',', 'incompetent', 'amateur', 'robber', 'supposedly', 'jewish', 'jeweler', 'fight', 'track', 'priceless', 'stolen', 'diamond', '.']","unscrupulous boxing promoter , violent bookmaker , russian gangster , incompetent amateur robber supposedly jewish jeweler fight track priceless stolen diamond ."
82,82,Kill Bill: Vol. 1,"Action, Crime, Thriller","after awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","['awakening', 'four-year', 'coma', ',', 'former', 'assassin', 'wreaks', 'vengeance', 'team', 'assassin', 'betrayed', '.']","awakening four-year coma , former assassin wreaks vengeance team assassin betrayed ."
83,83,The Sixth Sense,"Drama, Mystery, Thriller","a frightened, withdrawn philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.","['frightened', ',', 'withdrawn', 'philadelphia', 'boy', 'communicates', 'spirit', 'seek', 'help', 'disheartened', 'child', 'psychologist', '.']","frightened , withdrawn philadelphia boy communicates spirit seek help disheartened child psychologist ."
84,84,Green Book,"Biography, Comedy, Drama",a working-class italian-american bouncer becomes the driver for an african-american classical pianist on a tour of venues through the 1960s american south.,"['working-class', 'italian-american', 'bouncer', 'becomes', 'driver', 'african-american', 'classical', 'pianist', 'tour', 'venue', '1960s', 'american', 'south', '.']",working-class italian-american bouncer becomes driver african-american classical pianist tour venue 1960s american south .
85,85,Casino,"Crime, Drama","a tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.","['tale', 'greed', ',', 'deception', ',', 'money', ',', 'power', ',', 'murder', 'occur', 'two', 'best', 'friend', ':', 'mafia', 'enforcer', 'casino', 'executive', 'compete', 'gambling', 'empire', ',', 'fast-living', 'fast-loving', 'socialite', '.']","tale greed , deception , money , power , murder occur two best friend : mafia enforcer casino executive compete gambling empire , fast-living fast-loving socialite ."
86,86,The Thing,"Horror, Mystery, Sci-Fi",a research team in antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"['research', 'team', 'antarctica', 'hunted', 'shape-shifting', 'alien', 'assumes', 'appearance', 'victim', '.']",research team antarctica hunted shape-shifting alien assumes appearance victim .
87,87,The Thing,"Horror, Mystery, Sci-Fi",a research team in antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,"['research', 'team', 'antarctica', 'hunted', 'shape-shifting', 'alien', 'assumes', 'appearance', 'victim', '.']",research team antarctica hunted shape-shifting alien assumes appearance victim .
88,88,V for Vendetta,"Action, Drama, Sci-Fi","in a future british dystopian society, a shadowy freedom fighter, known only by the alias of ""v"", plots to overthrow the tyrannical government - with the help of a young woman.","['future', 'british', 'dystopian', 'society', ',', 'shadowy', 'freedom', 'fighter', ',', 'known', 'alias', '``', 'v', ""''"", ',', 'plot', 'overthrow', 'tyrannical', 'government', '-', 'help', 'young', 'woman', '.']","future british dystopian society , shadowy freedom fighter , known alias `` v '' , plot overthrow tyrannical government - help young woman ."
89,89,Howl's Moving Castle,"Animation, Adventure, Family","when an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","['unconfident', 'young', 'woman', 'cursed', 'old', 'body', 'spiteful', 'witch', ',', 'chance', 'breaking', 'spell', 'lie', 'self-indulgent', 'yet', 'insecure', 'young', 'wizard', 'companion', 'legged', ',', 'walking', 'castle', '.']","unconfident young woman cursed old body spiteful witch , chance breaking spell lie self-indulgent yet insecure young wizard companion legged , walking castle ."
90,90,A Beautiful Mind,"Biography, Drama","after john nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.","['john', 'nash', ',', 'brilliant', 'asocial', 'mathematician', ',', 'accepts', 'secret', 'work', 'cryptography', ',', 'life', 'take', 'turn', 'nightmarish', '.']","john nash , brilliant asocial mathematician , accepts secret work cryptography , life take turn nightmarish ."
